0	0	0	0	0	0	0	36	0
160	160	160	30	0	390	160	100	170
96	96	280	64	0	160	96	104	216
240	240	960	240	280	1360	240	420	1020
0	0	0	0	170	0	0	140	0
80	80	400	0	130	60	80	80	400
39	39	38	8	0	0	39	187	24
486	1098	0	27	0	7137	1272	197	315
6	6	36	12	0	12	6	12	36
8340	11564	4000	3846	0	0	12094	11970	3880
970	864	1118	0	1046	0	0	2598	1146
