0	0	0	0	0	0	0	6	0
16	16	16	3	3	39	16	10	17
12	12	35	8	3	20	12	13	27
24	24	96	24	28	136	24	42	102
9	9	50	4	17	0	9	14	51
8	8	40	1	13	6	8	8	40
39	39	38	8	0	0	39	17	24
162	366	0	9	0	2379	424	197	105
1	1	6	2	2	2	1	2	6
4170	5782	2000	1923	0	0	6047	5985	1940
485	432	559	0	523	0	0	1299	573
